fldName,fldDescriptionHeading,fldDescriptionText,fldNpdidField,fldDescriptionDateUpdated,DatesyncNPD
SOLVEIG,Reservoir ,"Solveig will produce oil from sandstone and conglomerate of Permian and Triassic age. The main reservoir was formed in small basins along the southwestern flank of the South Utsira High. The reservoir contains oil with a small gas cap at a depth of 1,900 metres and has varying quality.",34833011,29.11.2019,17.02.2021
SOLVEIG,Recovery strategy ,The field will be produced by pressure support from water injection.,34833011,05.09.2019,17.02.2021
SOLVEIG,Transport ,The well stream will be transported via the Edvard Grieg field and onward by pipeline to the Sture terminal. The gas will be exported via the Scottish Area Gas Evacuation (SAGE) infrastructure to the St Fergus terminal in the UK.,34833011,05.09.2019,17.02.2021
SOLVEIG,Status ,"The field is under development, and production is scheduled to start in 2021.",34833011,02.02.2021,17.02.2021
STATFJORD,Development ,"Statfjord is a field in the Tampen area in the northern part of the North Sea, on the border between the Norwegian and UK sectors. The Norwegian share of the field is 85.47 per cent. The water depth is 150 metres. Statfjord was discovered in 1974, and the plan for development and operation (PDO) was approved in 1976. The field has been developed with three fully integrated concrete facilities: Statfjord A, Statfjord B and Statfjord C. Statfjord A, centrally located on the field, came on stream in 1979. Statfjord B, in the southern part of the field, in 1982, and Statfjord C, in the northern part, in 1985. The satellite fields Statfjord Øst, Statfjord Nord and Sygna have a dedicated inlet separator on Statfjord C. A PDO for Statfjord Late Life was approved in 2005.",43658,14.02.2020,17.02.2021
STATFJORD,Reservoir ,"Statfjord produces oil and associated gas from Jurassic sandstone in the Brent and Statfjord Groups, and in the Cook Formation. The Brent and Statfjord Groups have excellent reservoir quality. The reservoirs lie at a depth of 2,500-3,000 metres in a large fault block tilted towards the west, and in several smaller blocks along the eastern flank.",43658,16.03.2018,17.02.2021
STATFJORD,Recovery ,"The field was originally produced by pressure support from water alternating gas injection (WAG), water injection and partial gas injection. Statfjord Late Life entails that all injection now has ceased. To release the solution gas from the remaining oil, depressurisation of the reservoirs started in 2007.",43658,16.03.2018,17.02.2021
STATFJORD,Transport ,"Stabilised oil is stored in storage cells at each facility. Oil is loaded onto tankers from one of the two oil-loading systems on the field. Since 2007, gas is exported through Tampen Link, and routed via the Far North Liquids and Gas System (FLAGS) pipeline to the UK. The UK licensees route their share of the gas through the FLAGS pipeline from Statfjord B to St Fergus in the UK.",43658,11.04.2017,17.02.2021
STATFJORD,Status ,Work is ongoing to extend the lifetime of the field. Plans include prolonging the lifetime of the platforms and drilling of many new wells in the years to come. Satellite fields tied-back to Statfjord as well as nearby discoveries will benefit from the lifetime extension.,43658,26.02.2020,17.02.2021
STATFJORD NORD,Development ,"Statfjord Nord is a field in the Tampen area in the northern part of the North Sea, 17 kilometres north of the Statfjord field. The water depth is 250-290 metres. Statfjord Nord was discovered in 1977, and the plan for development and operation (PDO) was approved in 1990. The field has been developed with two production templates and one water injection template tied-back to the Statfjord C facility. Production started in 1995.",43679,14.02.2020,17.02.2021
STATFJORD NORD,Reservoir ,"Statfjord Nord produces oil from Middle Jurassic sandstone in the Brent Group and Upper Jurassic sandstone in the Munin Formation. The reservoirs lie at a depth of 2,600 metres and are of good quality.",43679,16.03.2018,17.02.2021
STATFJORD NORD,Recovery ,The field is produced with pressure maintenance from water injection.,43679,16.03.2018,17.02.2021
STATFJORD NORD,Transport ,"The well stream is transported in two pipelines to the Statfjord C facility for processing, storage and export. The fields Statfjord Nord, Statfjord Øst and Sygna have a shared process module on Statfjord C. Oil is loaded onto tankers and gas is exported through Tampen Link and the Far North Liquids and Gas System (FLAGS) pipeline to the UK.  ",43679,25.04.2019,17.02.2021
STATFJORD NORD,Status ,"No new wells have been drilled since 2016, but a well intervention was performed in 2019 to increase oil rates and reduce water cut. New wells are possible because of a lifetime extension of the Statfjord C facility.",43679,26.02.2020,17.02.2021
STATFJORD ØST,Status ,"The field is affected by pressure depletion due to depressurisation of the Statfjord field. Current production is mainly from the one well with gas lift, drilled from Statfjord C. New wells and projects are possible because of a lifetime extension of the Statfjord C facility.",43672,26.02.2020,17.02.2021
STATFJORD ØST,Development ,"Statfjord Øst is a field in the Tampen area in the North Sea, seven kilometres northeast of the Statfjord field. The water depth is 150-190 metres. Statfjord Øst was discovered in 1976, and the plan for development and operation (PDO) was approved in 1990. The field has been developed with two subsea production templates and one water injection template, tied-back to the Statfjord C platform. In addition, two production wells have been drilled from Statfjord C. Production started in 1994.",43672,14.02.2020,17.02.2021
STATFJORD ØST,Reservoir ,"Statfjord Øst produces oil from Middle Jurassic sandstone in the Brent Group. The reservoir has good quality and lies at 2,400 metres depth. ",43672,25.04.2019,17.02.2021
STATFJORD ØST,Recovery ,"The field was originally produced with water injection, but is now produced by pressure depletion and with gas lift in one well.",43672,14.02.2020,17.02.2021
STATFJORD ØST,Transport ,"The well stream is transported in two pipelines to the Statfjord C facility for processing, storage and export. Statfjord Øst, Statfjord Nord and Sygna have a shared process module on Statfjord C. Oil is loaded onto tankers and gas is exported through Tampen Link and the Far North Liquids and Gas System (FLAGS) pipeline to the UK.",43672,25.04.2019,17.02.2021
SVALIN,Development ,"Svalin is a field in the central part of the North Sea, six kilometres southwest of the Grane field. The water depth is 120 metres. Svalin was discovered in 1992, and the plan for development and operation (PDO) was approved in 2012. The field comprises two separate structures: Svalin C and Svalin M. Svalin C is developed with a subsea template tied-in to the Grane facility, and Svalin M is developed with a multilateral well drilled from Grane. Production started in 2014.",22507971,26.02.2020,17.02.2021
SVALIN,Reservoir ,"Svalin produces oil and associated gas from massive sandstone of Paleocene to early Eocene age in the Heimdal and Balder Formations. The reservoirs are in marine fan deposits and have excellent quality. They lie at a depth of 1,750 metres.",22507971,26.02.2020,17.02.2021
SVALIN,Recovery ,The field is produced by pressure depletion and with pressure support from a regional aquifer.,22507971,16.03.2018,17.02.2021
SVALIN,Transport ,"The well stream is processed on the Grane field. The oil is transported by pipeline to the Sture terminal for storage and export, and the gas is injected into the Grane reservoir or used for fuel at the Grane platform.",22507971,14.02.2020,17.02.2021
SVALIN,Status ,Production has so far been lower than anticipated in the PDO. There are currently no plans to drill more wells on Svalin.,22507971,26.02.2020,17.02.2021
SYGNA,Development ,"Sygna is a field in the Tampen area in the northern North Sea, just northeast of the Statfjord Nord field. The water depth is 300 metres. Sygna was discovered in 1996, and the plan for development and operation (PDO) was approved in 1999. The field has been developed with one subsea template with four well slots, connected to the Statfjord C facility. Three production wells have been drilled from the template. A long-reach water injection well was drilled from the Statfjord Nord template. Production started in 2000.",104718,14.02.2020,17.02.2021
SYGNA,Reservoir ,"Sygna produces oil from Middle Jurassic sandstone in the Brent Group. The reservoir lies at a depth of 2,650 metres and has good quality.",104718,16.03.2018,17.02.2021
SYGNA,Recovery ,The field is produced by pressure maintenance from water injection.,104718,16.03.2018,17.02.2021
